Posted Date,Job Title,Skill,Company,Workplace,Company Type,Company Industry,Company Size,Country
2024-10-03 20:49:55.599354,Ruby Developer (Ruby on Rails),Ruby on Rails,CÔNG TY CỔ PHẦN GOLDEN OWL SOLUTIONS,At office,IT Outsourcing,IT Services and IT Consulting,51-150,Vietnam
2024-10-03 20:49:55.599354,Principal Software Developer,Python,MODEC,At office,IT Product,Utilities,51-150,Japan
2024-10-03 20:49:55.599354,"Cloud DevOps Engineer (AWS /Azure /GCP, CI/CD, English)",DevOps,Personify Incorporation,At office,IT Product,Software Products and Web Services,1-50,United States
2024-10-03 20:49:55.599354,Automation Test Developer (Python/Linux),Python,Nissho Electronics,At office,IT Outsourcing,IT Hardware and Computing,51-150,Japan
2024-10-03 20:49:55.599354,Solutions Architect (.NET),Solution Architect,Aperia Solutions Vietnam Co Ltd,Remote,IT Product,Software Products and Web Services,151-300,United States
2024-10-03 20:49:55.599354,"Software Engineer (Java, English)",Java,FORTNA,At office,IT Product,"Transportation, Logistics and Warehouse",51-150,United States
2024-10-03 20:49:55.599354,Lead C++ Engineer,C++,what3words,At office,IT Product,Software Products and Web Services,151-300,United Kingdom
2024-10-03 20:49:55.599354,IT Senior Server Administration (Linux),System Admin,Dai-ichi Life Việt Nam,At office,Non-IT,Financial Services,1000+,Japan
2024-10-03 20:49:55.599354,"Frontend developers: React, Vue",JavaScript,HDWEBSOFT,At office,IT Outsourcing,Software Development Outsourcing,151-300,Vietnam
2024-10-03 20:49:55.599354,Frontend Dev (Angular + React JS/NextJS),JavaScript,Offspring Digital Viet Nam,At office,IT Outsourcing,Software Products and Web Services,1-50,Australia
2024-10-03 20:49:55.599354,Sr. Site Reliability Engineer (DevOps/Java/Cloud),DevOps,HCL Vietnam Company Limited,At office,IT Outsourcing,Software Development Outsourcing,501-1000,India
2024-10-03 20:49:55.599354,C++ Software Engineer (Middle/Senior/Lead),C++,OPSWAT Software Vietnam,At office,IT Product,Cyber Security,151-300,United States
2024-10-03 20:49:55.599354,Head of Quality Engineering,QA QC,NAB Innovation Centre Vietnam,Hybrid,IT Product,Banking,1000+,Australia
2024-10-03 20:49:55.599354,SiL Architect - Automotive & C/C++ (Joining Bonus),Software Architect,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-10-03 20:49:55.599354,"Vision Engineer (C++, C#, Python)",C++,Koh Young Technology Inc,At office,IT Product,Software Development Outsourcing,501-1000,South Korea
2024-10-03 20:49:55.599354,Project Leader/ Manager - thị trường Nhật,Project Manager,DTS Software Vietnam,At office,IT Outsourcing,Software Development Outsourcing,151-300,Japan
2024-10-03 20:49:55.599354,"Middle/Senior Data Engineer (Azure, Databricks)",Cloud,TechSoft,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-10-03 20:49:55.599354,"Middle/Senior Cloud Engineer (Azure, Devops)",Cloud,TechSoft,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-10-03 20:49:55.599354,Chuyên viên Quản lý Quy trình và Tuân thủ CNTT,Security,NOVAGROUP,At office,IT Product,"Real Estate, Property and Construction",1000+,Vietnam
2024-10-03 20:49:55.599354,"QA/QC/Test Automation (Mid/Senior/Lead, Python)",Python,Be Group,At office,IT Product,"Transportation, Logistics and Warehouse",301-500,Vietnam
2024-10-03 20:49:55.599354,Middle Developer (PHP/Lumen/Laravel),PHP,Tadidi JSC,At office,IT Product,Tourism & Hospitality Services,51-150,Vietnam
2024-10-03 20:49:55.599354,Middle/Senior Front-end (ReactJS) Developer,ReactJS,"Esoft Vietnam., Ltd",At office,IT Service and IT Consulting,IT Services and IT Consulting,501-1000,Vietnam
2024-10-03 20:49:55.599354,Backend Engineer (Golang),Golang,Trusting Social,At office,IT Service and IT Consulting,Financial Services,301-500,Singapore
2024-10-03 20:49:55.599354,"[DI6] Senior Data Engineer (SQL, Python) – MSB - 1Y565",SQL,MSB,At office,IT Product,Banking,1000+,Vietnam
2024-10-03 20:49:55.599354,"[DI6] Solution Architect (AWS, Java) - MSB - 1Y564",Python,MSB,At office,IT Product,Banking,1000+,Vietnam
2024-10-03 20:49:55.599354,Hybrid - PHP Developer,PHP,CÔNG TY TNHH JV-IT TECHS,Hybrid,IT Outsourcing,Software Development Outsourcing,51-150,Japan
2024-10-03 20:49:55.599354,Backend Engineer (Python),Python,Trusting Social,At office,IT Service and IT Consulting,Financial Services,301-500,Singapore
2024-10-03 20:49:55.599354,Lead Software Engineer (ReactJS/.NET) – Sign-on Bonus,ReactJS,Orient Software Development Corp.,Hybrid,IT Outsourcing,Software Development Outsourcing,301-500,Singapore
2024-10-03 20:49:55.599354,Java Design Lead (Architecture Design),Software Architect,Endava Việt Nam,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United Kingdom
2024-10-03 20:49:55.599354,Data Engineering/Ops (1 year contract),SQL,Ngân Hàng Á Châu | ACB,At office,IT Product,Banking,1000+,Vietnam
2024-10-03 20:49:55.599354,"Middle/Senior Data Analyst (Python, SQL)",Data Analyst,ITviec,Hybrid,IT Product,Software Products and Web Services,51-150,Japan
2024-10-03 20:49:55.599354,[Remote] Mobile Game Developer (3D),Games,Ateam Việt Nam,At office,IT Product,Game,1000+,Japan
2024-10-03 20:49:55.599354,[Remote] Game Operation/ Operator/ Designer/ Planner,Games,Ateam Việt Nam,At office,IT Product,Game,1000+,Japan
2024-10-02 20:49:55.599354,Unity Games Developer (Senior/Junior),Unity,Saigon PN Tech,At office,IT Product,Game,1-50,Vietnam
2024-10-02 20:49:55.599354,Functional Safety Engineer - ISO26262 (Joining Bonus),Manager,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-10-02 20:49:55.599354,[Da Nang] Web Application Tester (QA QC),QA QC,Pasona Tech Việt Nam,At office,IT Outsourcing,Staffing and Recruiting,151-300,Japan
2024-10-02 20:49:55.599354,[Da Nang] Web App Developer (PHP/C#/.Net/...),PHP,Pasona Tech Việt Nam,At office,IT Outsourcing,Staffing and Recruiting,151-300,Japan
2024-10-02 20:49:55.599354,"Data Engineer - Bonus 30,000,000 VND",Database,FPT Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-10-02 20:49:55.599354,Junior/Middle QC,QA QC,Doi Xanh Media Service Trading,At office,IT Product,Research Services,51-150,Vietnam
2024-10-02 20:49:55.599354,Senior Salesforce Developer,Salesforce,MEGAZONE,At office,IT Product,IT Services and IT Consulting,1-50,South Korea
2024-10-02 20:49:55.599354,Business Analyst/ Business Support (Korean),Business Analyst,MEGAZONE,At office,IT Product,IT Services and IT Consulting,1-50,South Korea
2024-10-02 20:49:55.599354,Senior Angular Developer (English),Angular,Restaff – House Of Norway,Hybrid,IT Product,Software Products and Web Services,151-300,Norway
2024-10-02 20:49:55.599354,Middle/Senior iOS Engineer (Swift),Swift,TymeX,Hybrid,IT Product,Banking,301-500,Singapore
2024-10-02 20:49:55.599354,Middle/Senior Android Engineer (Kotlin),Kotlin,TymeX,Hybrid,IT Product,Banking,301-500,Singapore
2024-10-02 20:49:55.599354,"Full Stack Developer (PHP, VueJS, ReactJS)",PHP,DIGILO,Remote,IT Outsourcing,Software Development Outsourcing,1-50,Japan
2024-10-02 20:49:55.599354,Senior .NET Engineer - Joining Bonus Up to 55Mil,.NET,ELCA,Hybrid,IT Service and IT Consulting,N/A,301-500,Switzerland
2024-10-02 20:49:55.599354,"Mobile Developer (Android, iOS)",Android,HBLab,At office,IT Outsourcing,N/A,151-300,Vietnam
2024-10-02 20:49:55.599354,Junior Fullstack Engineer (Typescript / Javascript),JavaScript,SMG Swiss Marketplace Group,Hybrid,IT Product,Software Products and Web Services,51-150,Switzerland
2024-10-02 20:49:55.599354,"Data Scientist, Modeling",Python,One Mount Group,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-10-02 20:49:55.599354,Lead AI Engineer,Python,Minma Vietnam,At office,IT Product,E-commerce,1-50,Japan
2024-10-02 20:49:55.599354,"Shopify Project Manager/Leader (PHP, NodeJS)",Project Manager,"CJ OLIVENETWORKS VINA CO., LTD",At office,IT Product,Software Products and Web Services,51-150,South Korea
2024-10-02 20:49:55.599354,Mid-Senior Java Developer,Java,Simpson Strong-Tie Vietnam,Hybrid,IT Product,IT Services and IT Consulting,501-1000,United States
2024-10-02 20:49:55.599354,Senior Java API Engineer,Java,TymeX,Hybrid,IT Product,Banking,301-500,Singapore
2024-10-02 20:49:55.599354,"Business Analyst (Upto $1600, Product Company)",Business Analyst,Softel Solutions,At office,IT Product,Telecommunication,151-300,Vietnam
2024-10-02 20:49:55.599354,"Software Engineer (C#, .Net, Angular, English)",C#,MiTek Viet Nam,At office,IT Product,Software Products and Web Services,1000+,United States
2024-10-02 20:49:55.599354,"Middle - Senior Data Engineer (Azure, Databricks)",Python,EMESOFT,At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-10-02 20:49:55.599354,"Senior Java Developer (Spring, Oracle, English)",Java,"CJ OLIVENETWORKS VINA CO., LTD",At office,IT Product,Software Products and Web Services,51-150,South Korea
2024-10-02 20:49:55.599354,Mid. Frontend Dev - HTML5/CSS3/JavaScript,JavaScript,SOLIS LAB,At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-10-02 20:49:55.599354,"KỸ SƯ CẦU NỐI - BrSE (Base Tech, N2/N1) upto $3500",Bridge Engineer,Nissho Electronics,At office,IT Outsourcing,IT Hardware and Computing,51-150,Japan
2024-10-02 20:49:55.599354,Engineering Manager (Mobile + Angular),Kotlin,Techcombank,At office,IT Product,Banking,1000+,Vietnam
2024-10-01 20:49:55.599354,HO - Head of Advanced Analytics,Python,Ngân Hàng Á Châu | ACB,At office,IT Product,Banking,1000+,Vietnam
2024-10-01 20:49:55.599354,Senior DevOps / SRE,DevOps,NAB Innovation Centre Vietnam,Hybrid,IT Product,Banking,1000+,Australia
2024-10-01 20:49:55.599354,Fullstack Engineer,Python,WorldQuant,At office,IT Product,Financial Services,501-1000,United States
2024-10-01 20:49:55.599354,Senior Frontend Developer,ReactJS,Simpson Strong-Tie Vietnam,Hybrid,IT Product,IT Services and IT Consulting,501-1000,United States
2024-10-01 20:49:55.599354,Senior System Administration,System Engineer,Netcompany,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Denmark
2024-10-01 20:49:55.599354,Senior Java Developer,Java,"TPIsoftware Co., Ltd",At office,IT Product,Software Products and Web Services,1-50,Taiwan
2024-10-01 20:49:55.599354,Middle/Senior Java Developer,Java,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-10-01 20:49:55.599354,Software Engineer (PHP/Go/Nodejs),PHP,Got It,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-10-01 20:49:55.599354,Senior Frontend Engineer (JavaScript/ReactJS) - WEVERSE,ReactJS,NAVER VIETNAM,Hybrid,IT Product,Software Products and Web Services,151-300,South Korea
2024-10-01 20:49:55.599354,Senior Backend Engineer (Java),Java,One Mount Group,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-10-01 20:49:55.599354,"Sr AI Research&Engineer(Data Analyst, Python, Database)",Data Analyst,Velacorp,At office,IT Product,E-commerce,151-300,Vietnam
2024-10-01 20:49:55.599354,Frontend Developer (Reactjs),ReactJS,Fimetech,At office,IT Product,N/A,1-50,Vietnam
2024-10-01 20:49:55.599354,"Senior QA Executive (QA QC, Tester)",QA QC,HSC,At office,IT Product,Financial Services,501-1000,Vietnam
2024-10-01 20:49:55.599354,"Sr Backend Dev (NodeJS, JavaScript)- Open to Fullstack",TypeScript,BRICKMATE GROUP VIETNAM,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,South Korea
2024-10-01 20:49:55.599354,Senior Mobile Engineer (React Native),React Native,Qualgo Technologies,At office,IT Product,Cyber Security,151-300,Vietnam
2024-10-01 20:49:55.599354,"Senior Frontend Engineer (VueJs, ReactJs, AngularJs)",VueJS,RAKSUL Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Japan
2024-10-01 20:49:55.599354,"Mid/Senior Frontend (ReactJS, Typescript, JavaScript)",ReactJS,Unity Sport JSC,At office,IT Product,Sports and Fitness,1-50,Vietnam
2024-10-01 20:49:55.599354,PHP Fullstack Developer (Wordpress),Wordpress,Sunbytes,At office,IT Outsourcing,Software Development Outsourcing,1-50,Netherlands
2024-10-01 20:49:55.599354,"Jr./Middle DevOps Engineer (Linux, MongoDB, PostgreSQL)",DevOps,Unity Sport JSC,At office,IT Product,Sports and Fitness,1-50,Vietnam
2024-10-01 20:49:55.599354,Middle/Senior Backend NodeJS Developer,NodeJS,Gleads Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-10-01 20:49:55.599354,"Backend Engineer (Ruby/Java, English, Mid - Senior)",Ruby,RAKSUL Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Japan
2024-10-01 20:49:55.599354,"Mobile Developer (Android, IOS, Flutter)",Flutter,Vietlink,At office,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-10-01 20:49:55.599354,"Junior QC (QA QC, Tester, Manual)",Tester,Intratech Corp,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,South Korea
2024-10-01 20:49:55.599354,"Technical Lead (Java, English, ID Platform)",Java,RAKSUL Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Japan
2024-10-01 20:49:55.599354,"Senior Backend Developer (Java, Spring, 4Y+)",Java,VIETCAP SECURITIES JOINT STOCK COMPANY,At office,Non-IT,Financial Services,301-500,Vietnam
2024-10-01 20:49:55.599354,Java Developer – Up to 2000$,Java,TPS Software,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-10-01 20:49:55.599354,Technical Lead (Java),Java,Viettel Software Services (A Member of Viettel Group),At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-10-01 20:49:55.599354,Business Analyst (Product),Business Analyst,Enlab Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-09-30 20:49:55.599354,Flutter Mobile Developer - TP. Bảo Lộc,Flutter,VILL VietNam,At office,IT Product,Retail and Wholesale,51-150,Vietnam
2024-09-30 20:49:55.599354,Senior Java Developer - Joining Bonus Up to 55Mil,Java,ELCA,Hybrid,IT Service and IT Consulting,N/A,301-500,Switzerland
2024-09-30 20:49:55.599354,Middle/ Senior Nodejs Back End Game (MongoDB),NodeJS,"NEOKO CO., LTD",At office,IT Product,Game,1-50,Vietnam
2024-09-30 20:49:55.599354,"Senior Expert, Software Engineer",Java,Techcombank,At office,IT Product,Banking,1000+,Vietnam
2024-09-30 20:49:55.599354,Junior/Senior Developer,Scala,FLINTERS VIETNAM,At office,IT Service and IT Consulting,Software Development Outsourcing,151-300,Japan
2024-09-30 20:49:55.599354,Senior Business Application Programmer - Python/ Odoo,Python,Jeisys Medical Viet Nam,At office,IT Product,Healthcare,1-50,Vietnam
2024-09-30 20:49:55.599354,"Fullstack NodeJS Developer (Nodejs, MySQL)",NodeJS,Briswell Vietnam,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Japan
2024-09-30 20:49:55.599354,Japanese IT Comtor / Associate Product Owner (APO),Japanese,NAL Solutions,At office,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Japan
2024-09-30 20:49:55.599354,QA cum QA/Tester - Senior Level,QA QC,GKIM DIGITAL,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-09-30 20:49:55.599354,"Software Engineer (.NET, C#, SQL, JavaScript)",.NET,Nexcel Solutions,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-09-30 20:49:55.599354,IT Business Analyst (Global),Business Analyst,Wilmar CLV (Cambodia Laos Vietnam),At office,Non-IT,Food & Beverage,1000+,Vietnam
2024-09-30 20:49:55.599354,Mid/Senior Product Owner (English required),Product Owner,CodeLink,Hybrid,IT Outsourcing,IT Services and IT Consulting,51-150,Vietnam
2024-09-30 20:49:55.599354,Fullstack / Backend Developer,Kotlin,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,IT Product,IT Hardware and Computing,51-150,Japan
2024-09-30 20:49:55.599354,Java Software Engineer,Java,Compax,At office,IT Product,IT Services and IT Consulting,501-1000,Austria
2024-09-30 20:49:55.599354,Project Leader,Project Manager,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,IT Product,IT Hardware and Computing,51-150,Japan
2024-09-30 20:49:55.599354,Senior Golang Developer,Golang,DEHA Việt Nam,At office,IT Outsourcing,IT Services and IT Consulting,151-300,Vietnam
2024-09-30 20:49:55.599354,Frontend Developer (Flutter/ReactJS),Flutter,Công Ty TNHH Stack Tech,At office,IT Product,Software Products and Web Services,1-50,Singapore
2024-09-30 20:49:55.599354,Middle/ Senior FullStack Developer,ReactJS,EMESOFT,At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-09-30 20:49:55.599354,Senior Auto QA Engineer,Automation Test,Collaboration Betters The World - B.O.T,Hybrid,IT Product,IT Services and IT Consulting,1000+,Belgium
2024-09-30 20:49:55.599354,Senior Forensics Manager,English,FWD,At office,IT Product,IT Services and IT Consulting,51-150,Hong Kong
2024-09-30 20:49:55.599354,Information Security Manager (Threat Intelligence),Security,FWD,Hybrid,IT Product,IT Services and IT Consulting,51-150,Hong Kong
2024-09-30 20:49:55.599354,ServiceNow Integration Manager,System Admin,FWD,At office,IT Product,IT Services and IT Consulting,51-150,Hong Kong
2024-09-30 20:49:55.599354,Middle Fullstack/System Developer (Java/Golang/Kotlin),Java,Ebisol Vietnam,Hybrid,IT Service and IT Consulting,Software Products and Web Services,1-50,Japan
2024-09-30 20:49:55.599354,"(Senior/Middle) Mobile App Dev (Android, iOS)",Android,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-09-30 20:49:55.599354,"Fullstack Engineer (.NET,C#)",.NET,SGITS,At office,IT Product,Software Development Outsourcing,1-50,Singapore
2024-09-30 20:49:55.599354,Python Developer,Python,"Allgrowlabo Co.,Ltd.",At office,IT Outsourcing,Software Development Outsourcing,51-150,Japan
2024-09-30 20:49:55.599354,Motion Graphics Designer - HCM,Designer,TP GLOBAL MARKETING SERVICES,At office,IT Outsourcing,"Media, Advertising and Entertainment",1-50,United Arab Emirates
2024-09-30 20:49:55.599354,Cloud Devops Engineer,DevOps,FWD,Hybrid,IT Product,IT Services and IT Consulting,51-150,Hong Kong
2024-09-30 20:49:55.599354,Project Manager,Project Manager,Viettel Software Services (A Member of Viettel Group),At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-09-29 20:49:55.599354,"Senior Officer, Software Engineering (40001157)",JavaScript,Techcombank,At office,IT Product,Banking,1000+,Vietnam
2024-09-29 20:49:55.599354,System Engineer,System Engineer,SkyLab,At office,IT Product,IT Services and IT Consulting,1-50,Singapore
2024-09-29 20:49:55.599354,Senior IT Business Analyst,Business Analyst,Techcombank,At office,IT Product,Banking,1000+,Vietnam
2024-09-29 20:49:55.599354,Implementation Specialist - Enterprise Software (DAM),English,OL Vietnam,At office,IT Product,"Media, Advertising and Entertainment",51-150,United States
2024-09-29 20:49:55.599354,Senior Software Engineer,Java,Global Fashion Group,Hybrid,IT Product,Apparel and Fashion,1000+,United Kingdom
2024-09-28 20:49:55.599354,Platform Cloud Engineer (GCP/AWS) for ANZ Bank,Cloud,HCL Vietnam Company Limited,Hybrid,IT Outsourcing,Software Development Outsourcing,501-1000,India
2024-09-28 20:49:55.599354,C/C++ Developer (Finance/Banking),C++,CÔNG TY TNHH LOTTE INNOVATE VIỆT NAM,At office,IT Product,IT Services and IT Consulting,151-300,South Korea
2024-09-28 20:49:55.599354,Kỹ sư Trực điều hành cơ sở,System Engineer,EVN SPCIT,At office,Non-IT,Utilities,51-150,Vietnam
2024-09-28 20:49:55.599354,"Bridge Engineer (BrSE, Japanese)",Bridge Engineer,TORA TECH,At office,IT Outsourcing,IT Services and IT Consulting,51-150,Vietnam
2024-09-28 20:49:55.599354,Senior Adobe Commerce (Magento) Developer,Magento,"Niteco Vietnam Co., Ltd",At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,Sweden
2024-09-28 20:49:55.599354,Senior IT Infrastructure Engineer,Networking,Công ty Chứng khoán Guotai Junan (Việt Nam),At office,Non-IT,Financial Services,51-150,Vietnam
2024-09-28 20:49:55.599354,"Senior IT Officer (System Admin, Networking, Security)",Networking,Công ty Chứng khoán Guotai Junan (Việt Nam),At office,Non-IT,Financial Services,51-150,Vietnam
2024-09-28 20:49:55.599354,"System Engineer (Linux, SQL)",System Engineer,Công ty CP Chứng khoán Thủ Đô,At office,Non-IT,Banking,1-50,Vietnam
2024-09-28 20:49:55.599354,"Technical Leader (Java, HTML, Linux)",Java,CÔNG TY TNHH MỘT THÀNH VIÊN SEVEN,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-09-28 20:49:55.599354,Senior System Engineer ( Application Operations),DevOps,Techcombank,At office,IT Product,Banking,1000+,Vietnam
2024-09-28 20:49:55.599354,Senior DevOps Engineer (Azure Cloud),DevOps,KMS Healthcare,At office,IT Outsourcing,Healthcare,301-500,United States
2024-09-28 20:49:55.599354,BrSE - Bridge Engineer (Project Manager)~ N3,Project Manager,Kimei Global,At office,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-09-28 20:49:55.599354,Senior Manual Software Tester (From 5 Years Exp),QA QC,Rakus Vietnam Company,At office,IT Product,Software Products and Web Services,51-150,Japan
2024-09-28 20:49:55.599354,"Senior Business Analyst (Agile, English)",Business Analyst,Spatial Decisions Vietnam,At office,Non-IT,Creative and Design,1-50,Vietnam
2024-09-27 20:49:55.599354,"Senior AI Engineer (English, ML, Generative AI, NLP)",Python,The Martec,At office,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Australia
2024-09-27 20:49:55.599354,"Senior Data Analyst (SQL, BI, Analytics, English)",SQL,The Martec,Hybrid,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Australia
2024-09-27 20:49:55.599354,"Software Developer (Java, Spring)",Java,FWD,Hybrid,IT Product,IT Services and IT Consulting,51-150,Hong Kong
2024-09-27 20:49:55.599354,"Middle - Senior Full Stack Developer (Nodejs, ReactJS)",NodeJS,Solashi Vietnam,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Vietnam
2024-09-27 20:49:55.599354,"Senior Software Engineer (Fullstack, Java, ReactJS)",Java,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-09-27 20:49:55.599354,Integration Engineer ( Good English),English,Outcubator,At office,IT Product,Financial Services,151-300,United States
2024-09-27 20:49:55.599354,Mobile Engineer (Flutter),Flutter,Teko Vietnam,At office,IT Product,Professional Services,301-500,Vietnam
2024-09-27 20:49:55.599354,Project Manager - Joining Bonus Up to 55Mil,Project Manager,ELCA,Hybrid,IT Service and IT Consulting,N/A,301-500,Switzerland
2024-09-27 20:49:55.599354,Software QA Engineer (Manual Tester),QA QC,Cybozu Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Japan
2024-09-27 20:49:55.599354,Mobile Developer (Flutter),Flutter,Trusting Social,At office,IT Service and IT Consulting,Financial Services,301-500,Singapore
2024-09-27 20:49:55.599354,Senior .NET Fullstack Engineer (ReactJS/Angular),.NET,Logix Technology,At office,IT Product,IT Services and IT Consulting,51-150,Vietnam
2024-09-27 20:49:55.599354,[BD] Senior Front-end Developer (Angular/React),Angular,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-09-27 20:49:55.599354,Game Tester,Games,Aviron,At office,IT Product,Software Products and Web Services,51-150,Canada
2024-09-27 20:49:55.599354,"Software Architect Manager (PHP, Laravel, Drupal)",Manager,IT Consultis,At office,IT Outsourcing,Software Development Outsourcing,51-150,France
2024-09-27 20:49:55.599354,Cyber Security Engineer,Security,Endava Việt Nam,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United Kingdom
2024-09-27 20:49:55.599354,Senior IT Business Analyst,Business Analyst,SHBFinance,Hybrid,IT Product,Financial Services,1000+,Vietnam
2024-09-27 20:49:55.599354,Backend Engineer (PHP/WordPress),PHP,NAVER VIETNAM,Hybrid,IT Product,Software Products and Web Services,151-300,South Korea
2024-09-27 20:49:55.599354,"Sr. Backend/Fullstack Dev (PHP, Laravel, Symfony)",PHP,NFQ Asia,At office,IT Outsourcing,Software Development Outsourcing,301-500,Germany
2024-09-27 20:49:55.599354,Software QC/Tester,QA QC,Kingfoodmart,At office,IT Product,Retail and Wholesale,1000+,Vietnam
2024-09-27 20:49:55.599354,"Junior DevOps Engineer (Python, System Engineer)",DevOps,OneFin,At office,IT Product,Financial Services,1-50,Vietnam
2024-09-27 20:49:55.599354,Tester (500$ - 1500$),Tester,Tester Việt,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Vietnam
2024-09-27 20:49:55.599354,RPA Developer,English,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-09-27 20:49:55.599354,Senior/Middle - Frontend Developer - ReactJS,ReactJS,Vinamilk,At office,Non-IT,Food & Beverage,1000+,Vietnam
2024-09-27 20:49:55.599354,Senior/Middle Backend Developer (Java),Java,Vinamilk,At office,Non-IT,Food & Beverage,1000+,Vietnam
2024-09-26 20:49:55.599354,IT - Java Tech Lead,Java,Ngân Hàng Á Châu | ACB,At office,IT Product,Banking,1000+,Vietnam
2024-09-26 20:49:55.599354,Java Tech lead/Senior (Urgent),Java,Synodus,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-09-26 20:49:55.599354,Mobile Developer (Banking),React Native,Synodus,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-09-26 20:49:55.599354,Embedded Technical Project Manager (Joining Bonus),Manager,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-09-26 20:49:55.599354,Embedded Test Lead (Joining Bonus),Embedded,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-09-26 20:49:55.599354,"Fullstack Developer (C#, JavaScript, AngularJS)",C#,i3 DVR International,At office,IT Product,Software Products and Web Services,51-150,Canada
2024-09-26 20:49:55.599354,"Frontend Developer (ReactJS, JavaScript, HTML)",ReactJS,Kompa,Hybrid,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam
2024-09-26 20:49:55.599354,"Front-end Developer (HTML5, JavaScript)",HTML5,"Allgrowlabo Co.,Ltd.",At office,IT Outsourcing,Software Development Outsourcing,51-150,Japan
2024-09-26 20:49:55.599354,"Application Management (DevOps, AWS) - Non-core banking",DevOps,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-09-26 20:49:55.599354,"Project Manager (Java, Chinese, English)",Java,Công Ty TNHH Clever Creations Tech,Hybrid,IT Service and IT Consulting,"Media, Advertising and Entertainment",51-150,Vietnam
2024-09-26 20:49:55.599354,Project Manager (Scrum Master/Agile/English),Project Manager,KMS Healthcare,At office,IT Outsourcing,Healthcare,301-500,United States
2024-09-26 20:49:55.599354,Cloud DevOps Engineer (Azure),DevOps,HRS Group,Hybrid,IT Product,Software Products and Web Services,51-150,Germany
2024-09-26 20:49:55.599354,Senior Product Manager (Attractive Package),Product Manager,Simple Tech Investment,At office,IT Product,Financial Services,301-500,Vietnam
2024-09-26 20:49:55.599354,"Smart Contract Engineer (Blockchain, Solidity)",Blockchain,Bacoor Vietnam,At office,IT Product,Software Products and Web Services,1-50,Vietnam
