Posted Date,Job Title,Skill,Company,Workplace,Company Type,Company Industry,Company Size,Country
2024-10-01 20:49:55.599354,Senior Mobile Engineer (React Native),NULL,Qualgo Technologies,At office,IT Product,Cyber Security,151-300,Vietnam
2024-10-01 20:49:55.599354,"Senior Frontend Engineer (VueJs, ReactJs, AngularJs)",ReactJS,RAKSUL Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Japan
2024-10-01 20:49:55.599354,"Mid/Senior Frontend (ReactJS, Typescript, JavaScript)",TypeScript,Unity Sport JSC,At office,IT Product,Sports and Fitness,1-50,Vietnam
2024-10-01 20:49:55.599354,PHP Fullstack Developer (Wordpress),PHP,Sunbytes,At office,IT Outsourcing,Software Development Outsourcing,1-50,Netherlands
2024-10-01 20:49:55.599354,"Jr./Middle DevOps Engineer (Linux, MongoDB, PostgreSQL)",Linux,Unity Sport JSC,At office,IT Product,Sports and Fitness,1-50,Vietnam
2024-10-01 20:49:55.599354,Middle/Senior Backend NodeJS Developer,TypeScript,Gleads Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-10-01 20:49:55.599354,"Backend Engineer (Ruby/Java, English, Mid - Senior)",Java,RAKSUL Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Japan
2024-10-01 20:49:55.599354,"Mobile Developer (Android, IOS, Flutter)",NULL,Vietlink,At office,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-10-01 20:49:55.599354,"Junior QC (QA QC, Tester, Manual)",NULL,Intratech Corp,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,South Korea
2024-10-01 20:49:55.599354,"Technical Lead (Java, English, ID Platform)",Golang,RAKSUL Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Japan
2024-10-01 20:49:55.599354,"Senior Backend Developer (Java, Spring, 4Y+)",NoSQL,VIETCAP SECURITIES JOINT STOCK COMPANY,At office,Non-IT,Financial Services,301-500,Vietnam
2024-10-01 20:49:55.599354,Java Developer – Up to 2000$,J2EE,TPS Software,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-10-01 20:49:55.599354,Technical Lead (Java),Team Leader,Viettel Software Services (A Member of Viettel Group),At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-10-01 20:49:55.599354,Business Analyst (Product),UI-UX,Enlab Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-09-30 20:49:55.599354,Flutter Mobile Developer - TP. Bảo Lộc,Kotlin,VILL VietNam,At office,IT Product,Retail and Wholesale,51-150,Vietnam
2024-09-30 20:49:55.599354,Senior Java Developer - Joining Bonus Up to 55Mil,J2EE,ELCA,Hybrid,IT Service and IT Consulting,N/A,301-500,Switzerland
2024-09-30 20:49:55.599354,Middle/ Senior Nodejs Back End Game (MongoDB),NULL,"NEOKO CO., LTD",At office,IT Product,Game,1-50,Vietnam
2024-09-30 20:49:55.599354,"Senior Expert, Software Engineer",Agile,Techcombank,At office,IT Product,Banking,1000+,Vietnam
2024-09-30 20:49:55.599354,Junior/Senior Developer,NULL,FLINTERS VIETNAM,At office,IT Service and IT Consulting,Software Development Outsourcing,151-300,Japan
2024-09-30 20:49:55.599354,Senior Business Application Programmer - Python/ Odoo,ERP,Jeisys Medical Viet Nam,At office,IT Product,Healthcare,1-50,Vietnam
2024-09-30 20:49:55.599354,"Fullstack NodeJS Developer (Nodejs, MySQL)",TypeScript,Briswell Vietnam,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Japan
2024-09-30 20:49:55.599354,Japanese IT Comtor / Associate Product Owner (APO),Product Owner,NAL Solutions,At office,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Japan
2024-09-30 20:49:55.599354,QA cum QA/Tester - Senior Level,Tester,GKIM DIGITAL,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-09-30 20:49:55.599354,"Software Engineer (.NET, C#, SQL, JavaScript)",C#,Nexcel Solutions,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-09-30 20:49:55.599354,IT Business Analyst (Global),English,Wilmar CLV (Cambodia Laos Vietnam),At office,Non-IT,Food & Beverage,1000+,Vietnam
2024-09-30 20:49:55.599354,Mid/Senior Product Owner (English required),Business Analyst,CodeLink,Hybrid,IT Outsourcing,IT Services and IT Consulting,51-150,Vietnam
2024-09-30 20:49:55.599354,Fullstack / Backend Developer,Java,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,IT Product,IT Hardware and Computing,51-150,Japan
2024-09-30 20:49:55.599354,Java Software Engineer,English,Compax,At office,IT Product,IT Services and IT Consulting,501-1000,Austria
2024-09-30 20:49:55.599354,Project Leader,Cloud,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,IT Product,IT Hardware and Computing,51-150,Japan
2024-09-30 20:49:55.599354,Senior Golang Developer,NULL,DEHA Việt Nam,At office,IT Outsourcing,IT Services and IT Consulting,151-300,Vietnam
2024-09-30 20:49:55.599354,Frontend Developer (Flutter/ReactJS),NULL,Công Ty TNHH Stack Tech,At office,IT Product,Software Products and Web Services,1-50,Singapore
2024-09-30 20:49:55.599354,Middle/ Senior FullStack Developer,C#,EMESOFT,At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-09-30 20:49:55.599354,Senior Auto QA Engineer,NULL,Collaboration Betters The World - B.O.T,Hybrid,IT Product,IT Services and IT Consulting,1000+,Belgium
2024-09-30 20:49:55.599354,Senior Forensics Manager,NULL,FWD,At office,IT Product,IT Services and IT Consulting,51-150,Hong Kong
2024-09-30 20:49:55.599354,Information Security Manager (Threat Intelligence),NULL,FWD,Hybrid,IT Product,IT Services and IT Consulting,51-150,Hong Kong
2024-09-30 20:49:55.599354,ServiceNow Integration Manager,Azure,FWD,At office,IT Product,IT Services and IT Consulting,51-150,Hong Kong
2024-09-30 20:49:55.599354,Middle Fullstack/System Developer (Java/Golang/Kotlin),Golang,Ebisol Vietnam,Hybrid,IT Service and IT Consulting,Software Products and Web Services,1-50,Japan
2024-09-30 20:49:55.599354,"(Senior/Middle) Mobile App Dev (Android, iOS)",React Native,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-09-30 20:49:55.599354,"Fullstack Engineer (.NET,C#)",NULL,SGITS,At office,IT Product,Software Development Outsourcing,1-50,Singapore
2024-09-30 20:49:55.599354,Python Developer,Linux,"Allgrowlabo Co.,Ltd.",At office,IT Outsourcing,Software Development Outsourcing,51-150,Japan
2024-09-30 20:49:55.599354,Motion Graphics Designer - HCM,NULL,TP GLOBAL MARKETING SERVICES,At office,IT Outsourcing,"Media, Advertising and Entertainment",1-50,United Arab Emirates
2024-09-30 20:49:55.599354,Cloud Devops Engineer,Azure,FWD,Hybrid,IT Product,IT Services and IT Consulting,51-150,Hong Kong
2024-09-30 20:49:55.599354,Project Manager,Java,Viettel Software Services (A Member of Viettel Group),At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-09-29 20:49:55.599354,"Senior Officer, Software Engineering (40001157)",AngularJS,Techcombank,At office,IT Product,Banking,1000+,Vietnam
2024-09-29 20:49:55.599354,System Engineer,Cloud,SkyLab,At office,IT Product,IT Services and IT Consulting,1-50,Singapore
2024-09-29 20:49:55.599354,Senior IT Business Analyst,NULL,Techcombank,At office,IT Product,Banking,1000+,Vietnam
2024-09-29 20:49:55.599354,Implementation Specialist - Enterprise Software (DAM),Cloud,OL Vietnam,At office,IT Product,"Media, Advertising and Entertainment",51-150,United States
2024-09-29 20:49:55.599354,Senior Software Engineer,Spring,Global Fashion Group,Hybrid,IT Product,Apparel and Fashion,1000+,United Kingdom
2024-09-28 20:49:55.599354,Platform Cloud Engineer (GCP/AWS) for ANZ Bank,GCP,HCL Vietnam Company Limited,Hybrid,IT Outsourcing,Software Development Outsourcing,501-1000,India
2024-09-28 20:49:55.599354,C/C++ Developer (Finance/Banking),Java,CÔNG TY TNHH LOTTE INNOVATE VIỆT NAM,At office,IT Product,IT Services and IT Consulting,151-300,South Korea
2024-09-28 20:49:55.599354,Kỹ sư Trực điều hành cơ sở,NULL,EVN SPCIT,At office,Non-IT,Utilities,51-150,Vietnam
2024-09-28 20:49:55.599354,"Bridge Engineer (BrSE, Japanese)",Java,TORA TECH,At office,IT Outsourcing,IT Services and IT Consulting,51-150,Vietnam
2024-09-28 20:49:55.599354,Senior Adobe Commerce (Magento) Developer,PHP,"Niteco Vietnam Co., Ltd",At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,Sweden
2024-09-28 20:49:55.599354,Senior IT Infrastructure Engineer,Cloud,Công ty Chứng khoán Guotai Junan (Việt Nam),At office,Non-IT,Financial Services,51-150,Vietnam
2024-09-28 20:49:55.599354,"Senior IT Officer (System Admin, Networking, Security)",System Admin,Công ty Chứng khoán Guotai Junan (Việt Nam),At office,Non-IT,Financial Services,51-150,Vietnam
2024-09-28 20:49:55.599354,"System Engineer (Linux, SQL)",Linux,Công ty CP Chứng khoán Thủ Đô,At office,Non-IT,Banking,1-50,Vietnam
2024-09-28 20:49:55.599354,"Technical Leader (Java, HTML, Linux)",Linux,CÔNG TY TNHH MỘT THÀNH VIÊN SEVEN,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-09-28 20:49:55.599354,Senior System Engineer ( Application Operations),Cloud,Techcombank,At office,IT Product,Banking,1000+,Vietnam
2024-09-28 20:49:55.599354,Senior DevOps Engineer (Azure Cloud),Azure,KMS Healthcare,At office,IT Outsourcing,Healthcare,301-500,United States
2024-09-28 20:49:55.599354,BrSE - Bridge Engineer (Project Manager)~ N3,Bridge Engineer,Kimei Global,At office,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-09-28 20:49:55.599354,Senior Manual Software Tester (From 5 Years Exp),NULL,Rakus Vietnam Company,At office,IT Product,Software Products and Web Services,51-150,Japan
2024-09-28 20:49:55.599354,"Senior Business Analyst (Agile, English)",English,Spatial Decisions Vietnam,At office,Non-IT,Creative and Design,1-50,Vietnam
2024-09-27 20:49:55.599354,"Senior AI Engineer (English, ML, Generative AI, NLP)",English,The Martec,At office,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Australia
2024-09-27 20:49:55.599354,"Senior Data Analyst (SQL, BI, Analytics, English)",English,The Martec,Hybrid,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Australia
2024-09-27 20:49:55.599354,"Software Developer (Java, Spring)",Spring,FWD,Hybrid,IT Product,IT Services and IT Consulting,51-150,Hong Kong
2024-09-27 20:49:55.599354,"Middle - Senior Full Stack Developer (Nodejs, ReactJS)",NULL,Solashi Vietnam,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Vietnam
2024-09-27 20:49:55.599354,"Senior Software Engineer (Fullstack, Java, ReactJS)",NULL,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-09-27 20:49:55.599354,Integration Engineer ( Good English),Java,Outcubator,At office,IT Product,Financial Services,151-300,United States
2024-09-27 20:49:55.599354,Mobile Engineer (Flutter),iOS,Teko Vietnam,At office,IT Product,Professional Services,301-500,Vietnam
2024-09-27 20:49:55.599354,Project Manager - Joining Bonus Up to 55Mil,Manager,ELCA,Hybrid,IT Service and IT Consulting,N/A,301-500,Switzerland
2024-09-27 20:49:55.599354,Software QA Engineer (Manual Tester),Tester,Cybozu Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Japan
2024-09-27 20:49:55.599354,Mobile Developer (Flutter),Dart,Trusting Social,At office,IT Service and IT Consulting,Financial Services,301-500,Singapore
2024-09-27 20:49:55.599354,Senior .NET Fullstack Engineer (ReactJS/Angular),Angular,Logix Technology,At office,IT Product,IT Services and IT Consulting,51-150,Vietnam
2024-09-27 20:49:55.599354,[BD] Senior Front-end Developer (Angular/React),NULL,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-09-27 20:49:55.599354,Game Tester,Tester,Aviron,At office,IT Product,Software Products and Web Services,51-150,Canada
2024-09-27 20:49:55.599354,"Software Architect Manager (PHP, Laravel, Drupal)",PHP,IT Consultis,At office,IT Outsourcing,Software Development Outsourcing,51-150,France
2024-09-27 20:49:55.599354,Cyber Security Engineer,NULL,Endava Việt Nam,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United Kingdom
2024-09-27 20:49:55.599354,Senior IT Business Analyst,SAS,SHBFinance,Hybrid,IT Product,Financial Services,1000+,Vietnam
2024-09-27 20:49:55.599354,Backend Engineer (PHP/WordPress),Java,NAVER VIETNAM,Hybrid,IT Product,Software Products and Web Services,151-300,South Korea
2024-09-27 20:49:55.599354,"Sr. Backend/Fullstack Dev (PHP, Laravel, Symfony)",VueJS,NFQ Asia,At office,IT Outsourcing,Software Development Outsourcing,301-500,Germany
2024-09-27 20:49:55.599354,Software QC/Tester,NULL,Kingfoodmart,At office,IT Product,Retail and Wholesale,1000+,Vietnam
2024-09-27 20:49:55.599354,"Junior DevOps Engineer (Python, System Engineer)",System Engineer,OneFin,At office,IT Product,Financial Services,1-50,Vietnam
2024-09-27 20:49:55.599354,Tester (500$ - 1500$),NULL,Tester Việt,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Vietnam
2024-09-27 20:49:55.599354,RPA Developer,NULL,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-09-27 20:49:55.599354,Senior/Middle - Frontend Developer - ReactJS,JavaScript,Vinamilk,At office,Non-IT,Food & Beverage,1000+,Vietnam
2024-09-27 20:49:55.599354,Senior/Middle Backend Developer (Java),Team Leader,Vinamilk,At office,Non-IT,Food & Beverage,1000+,Vietnam
2024-09-26 20:49:55.599354,IT - Java Tech Lead,Team Leader,Ngân Hàng Á Châu | ACB,At office,IT Product,Banking,1000+,Vietnam
2024-09-26 20:49:55.599354,Java Tech lead/Senior (Urgent),NULL,Synodus,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-09-26 20:49:55.599354,Mobile Developer (Banking),Objective C,Synodus,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-09-26 20:49:55.599354,Embedded Technical Project Manager (Joining Bonus),Embedded,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-09-26 20:49:55.599354,Embedded Test Lead (Joining Bonus),Automation Test,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-09-26 20:49:55.599354,"Fullstack Developer (C#, JavaScript, AngularJS)",AngularJS,i3 DVR International,At office,IT Product,Software Products and Web Services,51-150,Canada
2024-09-26 20:49:55.599354,"Frontend Developer (ReactJS, JavaScript, HTML)",JavaScript,Kompa,Hybrid,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam
2024-09-26 20:49:55.599354,"Front-end Developer (HTML5, JavaScript)",Wordpress,"Allgrowlabo Co.,Ltd.",At office,IT Outsourcing,Software Development Outsourcing,51-150,Japan
2024-09-26 20:49:55.599354,"Application Management (DevOps, AWS) - Non-core banking",Azure,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-09-26 20:49:55.599354,"Project Manager (Java, Chinese, English)",Spring,Công Ty TNHH Clever Creations Tech,Hybrid,IT Service and IT Consulting,"Media, Advertising and Entertainment",51-150,Vietnam
2024-09-26 20:49:55.599354,Project Manager (Scrum Master/Agile/English),English,KMS Healthcare,At office,IT Outsourcing,Healthcare,301-500,United States
2024-09-26 20:49:55.599354,Cloud DevOps Engineer (Azure),Azure,HRS Group,Hybrid,IT Product,Software Products and Web Services,51-150,Germany
2024-09-26 20:49:55.599354,Senior Product Manager (Attractive Package),Business Analyst,Simple Tech Investment,At office,IT Product,Financial Services,301-500,Vietnam
2024-09-26 20:49:55.599354,"Smart Contract Engineer (Blockchain, Solidity)",Solidity,Bacoor Vietnam,At office,IT Product,Software Products and Web Services,1-50,Vietnam
2024-09-26 20:49:55.599354,"Mobile Engineer (Flutter, iOS, Android)",iOS,Masterise Group,At office,IT Product,"Real Estate, Property and Construction",501-1000,Vietnam
2024-09-26 20:49:55.599354,Software Engineer (.NET Core) ~ Up to $2000,C#,Enlab Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-09-26 20:49:55.599354,Middle/ Senior PHP Developer (Laravel),NULL,Hasaki,At office,Non-IT,Retail and Wholesale,1000+,Vietnam
2024-09-26 20:49:55.599354,PHP Developers (Middle/Senior),Laravel,Vision Vietnam,At office,IT Product,IT Services and IT Consulting,1-50,Japan
2024-09-26 20:49:55.599354,"[Hybrid or Remote] - Fullstack Dev (Shopify, PHP)",NULL,Yet Company,Hybrid,IT Product,IT Services and IT Consulting,51-150,Japan
2024-09-26 20:49:55.599354,Backend Developer (Jave/Spring/NoSQL),NoSQL,SmartMind Securities (SMDS),At office,IT Product,Financial Services,51-150,Vietnam
2024-09-26 20:49:55.599354,Frontend Developer (VueJS/Angular/Flutter),Angular,SmartMind Securities (SMDS),At office,IT Product,Financial Services,51-150,Vietnam
2024-09-26 20:49:55.599354,"Sr./Mid SOC Analyst - Security, DevSecOps & Testing",Automation Test,TMA Solutions,At office,IT Outsourcing,Software Development Outsourcing,1000+,Vietnam
2024-09-26 20:49:55.599354,Java Developer (Spring/Java Core),Spring,Terralogic,At office,IT Outsourcing,IT Services and IT Consulting,151-300,United States
2024-09-26 20:49:55.599354,"Front-end Developers (HTML5, CSS, JavaScript)",CSS,GemCommerce,At office,IT Product,E-commerce,51-150,Vietnam
2024-09-26 20:49:55.599354,Full-stack Developer (Java/.NET/PHP - 3 yoe),NULL,Allexceed Việt Nam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Japan
2024-09-26 20:49:55.599354,Senior Automation Engineer,NULL,Qualgo Technologies,At office,IT Product,Cyber Security,151-300,Vietnam
2024-09-26 20:49:55.599354,Deputy Regional Product Manager,Project Manager,Fullerton Health,At office,IT Product,Healthcare,51-150,Singapore
2024-09-26 20:49:55.599354,Senior Golang Engineer,ReactJS,Orient Software Development Corp.,Hybrid,IT Outsourcing,Software Development Outsourcing,301-500,Singapore
2024-09-26 20:49:55.599354,Senior Fullstack .NET Engineer – Sign-on Bonus,Angular,Orient Software Development Corp.,Hybrid,IT Outsourcing,Software Development Outsourcing,301-500,Singapore
2024-09-26 20:49:55.599354,Senior Test Leader,NULL,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-09-25 20:49:55.599354,QC Engineer (Nha Trang City),Tester,Infodation Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands
2024-09-25 20:49:55.599354,Mobile Developer (Nha Trang City),Flutter,Infodation Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands
2024-09-25 20:49:55.599354,Full-stack Developer (Developer),ReactJS,Infodation Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands
2024-09-25 20:49:55.599354,Front-end Developer (Nha Trang City),AngularJS,Infodation Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands
2024-09-25 20:49:55.599354,Product Owner,NULL,Skylink Studio,At office,IT Product,Game,51-150,Vietnam
2024-09-25 20:49:55.599354,HO - Data Scientist (Banking Models),NULL,Ngân Hàng Á Châu | ACB,At office,IT Product,Banking,1000+,Vietnam
2024-09-25 20:49:55.599354,HO - Business Intelligence Executive,Data Analyst,Ngân Hàng Á Châu | ACB,At office,IT Product,Banking,1000+,Vietnam
2024-09-25 20:49:55.599354,Business Analyst,English,ELCA,At office,IT Service and IT Consulting,N/A,301-500,Switzerland
2024-09-25 20:49:55.599354,IT Business Analyst - Tại Hà Nội - Thu Nhập Hấp Dẫn,Data Analyst,Blue Belt Technology,At office,IT Product,IT Services and IT Consulting,51-150,Japan
2024-09-25 20:49:55.599354,Frontend Engineer (JavaScript/ReactJS) - NAVER Services,NodeJS,NAVER VIETNAM,Hybrid,IT Product,Software Products and Web Services,151-300,South Korea
2024-09-25 20:49:55.599354,Senior Java Developer (Good English) – Up to $2500,AWS,FPT Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-09-25 20:49:55.599354,Senior Tester,Automation Test,Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),At office,IT Product,Banking,1000+,Vietnam
2024-09-25 20:49:55.599354,Project Manager (Software),Business Analyst,ADMON Co.ltd,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-09-25 20:49:55.599354,"Junior Front End Dev (ReactJS, TypeScript)",TypeScript,Skylink Innovation,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-09-25 20:49:55.599354,"Middle PHP Developer (HTML, ReactJS)",ReactJS,"Gearment Co.,Ltd",At office,IT Product,E-commerce,1-50,United States
2024-09-25 20:49:55.599354,"NetSuite ERP Administrator ( Oracle, Cloud )",Cloud,Spiraledge,At office,IT Product,Sports and Fitness,301-500,United States
2024-09-25 20:49:55.599354,Software Project Manager,Scrum,The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,At office,IT Service and IT Consulting,Software Products and Web Services,51-150,Singapore
2024-09-25 20:49:55.599354,Senior Frontend Developer (TypeScript/React/.Net),TypeScript,Scandinavian Software Park,At office,IT Product,Software Products and Web Services,51-150,Sweden
2024-09-25 20:49:55.599354,"NodeJS Senior Developer (FE,BE)",MongoDB,Business4you AG,At office,IT Product,"Media, Advertising and Entertainment",51-150,Switzerland
2024-09-25 20:49:55.599354,"Full Stack Developer (Vue.js, Laravel)",Laravel,"Allgrowlabo Co.,Ltd.",At office,IT Outsourcing,Software Development Outsourcing,51-150,Japan
2024-09-25 20:49:55.599354,"Sr. Frontend Dev (JavaScript, ReactJS, JQuery, English)",ReactJS,NFQ Asia,Hybrid,IT Outsourcing,Software Development Outsourcing,301-500,Germany
2024-09-25 20:49:55.599354,"Senior Data Engineer (Python, Data Warehouse, Alert)",NoSQL,Simple Tech Investment,At office,IT Product,Financial Services,301-500,Vietnam
2024-09-25 20:49:55.599354,"Senior QA/QC Engineer (Manual, Agile)",Tester,Live Payments,At office,IT Product,Software Products and Web Services,51-150,Australia
2024-09-25 20:49:55.599354,Junior Fullstack .Net Developer,JQuery,Live Payments,At office,IT Product,Software Products and Web Services,51-150,Australia
2024-09-25 20:49:55.599354,[DI6] Senior Tester (Automation/Manual) – MSB - 1Y561,Automation Test,MSB,At office,IT Product,Banking,1000+,Vietnam
2024-09-25 20:49:55.599354,[DI6] Senior Java Developer/Squad Lead – MSB - 1Y560,J2EE,MSB,At office,IT Product,Banking,1000+,Vietnam
2024-09-25 20:49:55.599354,[HN] Senior/Principal Golang Engineer,NULL,"MONEY FORWARD VIETNAM CO.,LTD",Hybrid,IT Product,Financial Services,301-500,Japan
2024-09-25 20:49:55.599354,"Middle/Senior PHP Developer (Laravel, OOP)",Laravel,VOYAGER INC,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Vietnam
2024-09-25 20:49:55.599354,"Backend Developer (PHP, MySQL, Laravel)",Laravel,"Allgrowlabo Co.,Ltd.",At office,IT Outsourcing,Software Development Outsourcing,51-150,Japan
2024-09-25 20:49:55.599354,Full Stack Web Developer Role (ASP.Net/C#/JavaScript),JQuery,VCTECK,Hybrid,IT Product,Software Products and Web Services,1-50,Vietnam
2024-09-25 20:49:55.599354,DevOps Engineer (Middle/Senior),NULL,SPG (Specific Group Vietnam),Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-09-25 20:49:55.599354,3 React Native Developer (iOS/Android),iOS,KIMO Corp.,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-09-24 20:49:55.599354,Mid/Senior Hybrid QA/QC Engineer (Manual & Automation),Automation Test,SMG Swiss Marketplace Group,Hybrid,IT Product,Software Products and Web Services,51-150,Switzerland
2024-09-24 20:49:55.599354,"Fullstack Dev & Support (Java, Spring, Angular)",Angular,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-09-24 20:49:55.599354,"Digital Product Owner (Business Analyst, Data Analyst)",Business Analyst,Vietnam International Bank (VIB),At office,IT Product,Banking,1000+,Vietnam
2024-09-24 20:49:55.599354,"Senior Java Backend (Spring, MongoDB)~ $2000",MongoDB,Dr.JOY,At office,IT Product,Healthcare,51-150,Japan
2024-09-24 20:49:55.599354,Junior Manual Tester,Business Analyst,Skylink Innovation,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-09-24 20:49:55.599354,Senior Java Developer,Spring,The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,At office,IT Service and IT Consulting,Software Products and Web Services,51-150,Singapore
2024-09-24 20:49:55.599354,"Unity 3D Dev - Digital Transformation (Android, C#)",C#,Intratech Corp,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,South Korea
2024-09-24 20:49:55.599354,"Backend Developer (Java, Spring Boot, NodeJS)",Spring,Tập Đoàn Đại Trường Phát,At office,IT Product,Education and Training,501-1000,Vietnam
2024-09-24 20:49:55.599354,Product Manager,Product Designer,AlphaSphere,At office,IT Product,Professional Services,1-50,United States
2024-09-24 20:49:55.599354,02 Ruby on Rails,Ruby on Rails,HDWEBSOFT,At office,IT Outsourcing,Software Development Outsourcing,151-300,Vietnam
2024-09-24 20:49:55.599354,Chuyên viên Tích hợp và phân tích nghiệp vụ,NULL,Kien Long Bank,At office,Non-IT,Banking,1000+,Vietnam
2024-09-24 20:49:55.599354,5 Flutter Developer,ReactJS,Goline Corporation,At office,IT Product,N/A,51-150,Vietnam
2024-09-24 20:49:55.599354,"Senior SRE (Shift Work, AWS, English)",Cloud,GFT Technologies Vietnam,Hybrid,IT Service and IT Consulting,Banking,151-300,Germany
2024-09-24 20:49:55.599354,Senior Automation Tester (French),NULL,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-09-24 20:49:55.599354,Full stack cloud developer,SAP,CoFounder Venture Partners Viet Nam,Hybrid,IT Product,Professional Services,1-50,United States
2024-09-24 20:49:55.599354,Sr Software Engineer ( Java Core/Eclipse Plugin),NULL,Renesas Design Vietnam,Hybrid,IT Product,IT Hardware and Computing,1000+,Japan
2024-09-24 20:49:55.599354,"Bridge Software Engineer (AWS, N2+)",NULL,Vietlink,At office,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-09-24 20:49:55.599354,"Backend Engineer (Java, Golang, Python)",Golang,Chotot,At office,IT Product,E-commerce,151-300,Singapore
2024-09-24 20:49:55.599354,"IT Support Engineer (System Admin, Networking)",Networking,OL Vietnam,At office,IT Product,"Media, Advertising and Entertainment",51-150,United States
2024-09-24 20:49:55.599354,Senior UI/UX Designer - Web / Mobile App / Product,Designer,Agile Lab Pte Ltd,Remote,IT Service and IT Consulting,Software Development Outsourcing,1-50,Singapore
2024-09-24 20:49:55.599354,"Mid/Senior Fullstack Engineer (Javascript, NodeJS)",TypeScript,SMG Swiss Marketplace Group,Hybrid,IT Product,Software Products and Web Services,51-150,Switzerland
2024-09-24 20:49:55.599354,"Senior/Expert Backend Engineer (Javascript, NodeJS)",TypeScript,SMG Swiss Marketplace Group,Remote,IT Product,Software Products and Web Services,51-150,Switzerland
2024-09-24 20:49:55.599354,"Business Analyst (SQL, English)",English,Phu Hung Securities (PHS),At office,Non-IT,Financial Services,301-500,Taiwan
2024-09-24 20:49:55.599354,CV Quản lý dự án Project Manager (Agile/ Scrum),Scrum,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-09-24 20:49:55.599354,"DevOps/SysOps Engineer (System Engineer, Linux, Python)",Linux,DatVietVAC,At office,IT Product,"Media, Advertising and Entertainment",501-1000,Vietnam
