Posted Date,Job Title,Main Skill 1,Main Skill 2,Main Skill 3,Company,Workplace,Address,Company Type,Company Industry,Company Size,Country,Working Days,Overtime Policy
2024-10-11 20:49:55.599354,Senior Frontend Developer (ReactJS),ReactJS,JavaScript,TypeScript,ICHIBA,At office,Ha Noi,IT Product,Software Products and Web Services,151-300,Vietnam,Monday - Friday,No OT
2024-10-11 20:49:55.599354,"IT Business Analyst (UI-UX, Product Owner)",Business Analyst,UI-UX,Product Owner,OpenCommerce Group,Hybrid,Ha Noi,IT Product,Software Products and Web Services,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-10-11 20:49:55.599354,Product Owner (Middle),Product Owner,Agile,Product Manager,"Gearment Co.,Ltd",At office,Ho Chi Minh,IT Product,E-commerce,1-50,United States,Monday - Friday,No OT
2024-10-11 20:49:55.599354,Mobile Engineer (Flutter),Flutter,iOS,Dart,"SILVERAI., JSC",Hybrid,Ha Noi,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Vietnam,Monday - Friday,No OT
2024-10-11 20:49:55.599354,[Automation/Manual] Software Tester - Up to 1500$,Automation Test,QA QC,Tester,Breadstack Technologies Inc,At office,Ha Noi,IT Product,IT Services and IT Consulting,1-50,Canada,Monday - Friday,No OT
2024-10-11 20:49:55.599354,Manual Tester,Tester,SQL,QA QC,Mcredit - Công ty Tài chính TNHH MB Shinsei,At office,Ha Noi,IT Product,Financial Services,1000+,Vietnam,Monday - Friday,
2024-10-11 20:49:55.599354,Associate Project Manager (IT Outsourcing),Project Manager,Agile,English,Groove Technology,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,151-300,Australia,Monday - Friday,No OT
2024-10-11 20:49:55.599354,Japanese Speaking Project Manager,Japanese,Agile,Project Manager,Hitachi Digital Services,Hybrid,Ho Chi Minh - Ha Noi - Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United States,Monday - Friday,No OT
2024-10-11 20:49:55.599354,Sr./Lead Backend (Java/Python),Java,Python,Software Architect,M_Service (MoMo),At office,Ho Chi Minh,IT Product,Financial Services,1000+,Vietnam,Monday - Friday,Extra days off for OT
2024-10-11 20:49:55.599354,"Unity Games Developer (iOS, Android, PC)",Unity,OOP,Games,Công ty TNHH Thankslab Việt Nam,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Japan,Monday - Friday,No OT
2024-10-11 20:49:55.599354,Chuyên viên cao cấp Phát triển Ứng dụng Mobile App,iOS,Swift,Flutter,Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),At office,Ha Noi,IT Product,Banking,1000+,Vietnam,Monday - Friday,
2024-10-11 20:49:55.599354,Middle/Senior QC Engineer (QA/QC),QA QC,Tester,Automation Test,Excel Technologies,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-10-11 20:49:55.599354,Scrum Master (Agile),Scrum,Agile,Project Manager,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-10-11 20:49:55.599354,Project Manager,Project Manager,Agile,Manager,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-10-11 20:49:55.599354,"Front End Engineer (ReactJS, React Native, English)",ReactJS,JavaScript,React Native,WVB Vietnam,At office,Ha Noi,IT Product,N/A,51-150,United States,Monday - Friday,No OT
2024-10-10 20:49:55.599354,(Hanoi | Remote) Senior/ Mid Backend Engineer (Python),Python,Django,NoSQL,Breadstack Technologies Inc,Remote,Ha Noi - Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Canada,Monday - Friday,No OT
2024-10-10 20:49:55.599354,Linux System Engineer (PHP),Linux,System Engineer,PHP,Công ty TNHH Thankslab Việt Nam,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Japan,Monday - Friday,No OT
2024-10-10 20:49:55.599354,"Sr Backend Developer (Python, product, start-up)",Python,SQL,Django,RECURVE,At office,Ho Chi Minh,IT Product,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-10-10 20:49:55.599354,Angular or ReactJS/ NodeJS (Nha Trang City),NodeJS,ReactJS,Angular,Infodation Vietnam,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands,Monday - Friday,Extra days off for OT
2024-10-10 20:49:55.599354,Middle/Senior Frontend Engineer (ReactJS/NextJS),ReactJS,NextJS,NULL,TymeX,Hybrid,Ho Chi Minh,IT Product,Banking,301-500,Singapore,Monday - Friday,No OT
2024-10-10 20:49:55.599354,"Embedded Android Platform Engineer (Linux, C/C++)",C++,Embedded,Android,Datalogic Việt Nam,At office,Ho Chi Minh,IT Product,Manufacturing and Engineering,501-1000,Italy,Monday - Friday,
2024-10-10 20:49:55.599354,CV quản lý và phát triển sản phẩm App MBBank -PO Retail,Product Owner,Agile,Business Analyst,MB Bank,At office,Ha Noi,IT Product,N/A,1000+,Vietnam,Monday - Friday,
2024-10-10 20:49:55.599354,Frontend Dev (Angular/HTML5/JavaScript),Angular,HTML5,JavaScript,Ambitionplus Custom Solutions,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,Australia,Monday - Friday,No OT
2024-10-09 20:49:55.599354,Full Stack Engineer (Fintech/ Startup/ HCM),JavaScript,Ruby on Rails,VueJS,"Net Protections Vietnam Co., Ltd.",At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Japan,Monday - Friday,No OT
2024-10-09 20:49:55.599354,"Mid/Senior DevOps Engineer (Cloud, AWS)",DevOps,AWS,Cloud,TymeX,At office,Ho Chi Minh,IT Product,Banking,301-500,Singapore,Monday - Friday,No OT
2024-10-09 20:49:55.599354,[HCM] Middle Java Developer | Up to $1500,Java,OOP,Spring,Hybrid Technologies,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,501-1000,Japan,Monday - Friday,No OT
2024-10-09 20:49:55.599354,Senior Frontend Engineer (VueJS /ReactJS),JavaScript,ReactJS,VueJS,LINE Vietnam,Hybrid,Ho Chi Minh,IT Product,Telecommunication,151-300,South Korea,Monday - Friday,No OT
2024-10-09 20:49:55.599354,.Net Developer (WPF),.NET,Agile,OOP,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,Ha Noi,IT Product,IT Hardware and Computing,51-150,Japan,Monday - Friday,Extra salary for OT
2024-10-09 20:49:55.599354,Embedded engineer ( C++/ C language),C++,C language,Embedded,Homegy,At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-10-09 20:49:55.599354,"Lập trình viên ASP.NET (VB.NET, C#, SQL) Up to $1.500",.NET,ASP.NET,C#,DTS Software Vietnam,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,151-300,Japan,Monday - Friday,Extra salary for OT
2024-10-09 20:49:55.599354,"Senior .NET Developer (OOP, ASP.NET)",.NET,OOP,ASP.NET,Công Ty TNHH Thời trang và Mỹ phẩm châu Âu (ACFC),At office,Ho Chi Minh,IT Product,Retail and Wholesale,1000+,Vietnam,Monday - Friday,No OT
2024-10-09 20:49:55.599354,Front-End Developer (Shopify/Magento/JavaScript/HTML5),JavaScript,HTML5,CSS,Forix,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,51-150,United States,Monday - Friday,Extra salary for OT
2024-10-09 20:49:55.599354,iOS Developer (Swift/Objective-C),iOS,Swift,NULL,MAPLE LABS,At office,Ho Chi Minh,IT Product,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-10-09 20:49:55.599354,"Web Designer (HTML, CSS)",Designer,HTML5,CSS,Công ty TNHH Autonsi,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,North Korea,Monday - Friday,No OT
2024-10-09 20:49:55.599354,"Quality Control Engineer (QC, Automation Test)",Automation Test,Agile,QA QC,FireGroup,At office,Ho Chi Minh,IT Product,E-commerce,151-300,Vietnam,Monday - Friday,No OT
2024-10-08 20:49:55.599354,"Middle/Senior NodeJS Developer (MySQL, MongoDB)",NodeJS,MySQL,MongoDB,Saigon Technology,Hybrid,Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-10-08 20:49:55.599354,Senior IT Business Analyst,Business Analyst,Product Owner,NULL,Masterise Group,At office,Ha Noi,IT Product,"Real Estate, Property and Construction",501-1000,Vietnam,Monday - Saturday,No OT
2024-10-08 20:49:55.599354,"Senior Web Developer (ReactJS, NodeJs)",ReactJS,JavaScript,NodeJS,Vietnam International Bank (VIB),At office,Ho Chi Minh,IT Product,Banking,1000+,Vietnam,Monday - Friday,
2024-10-08 20:49:55.599354,Product Owner,Product Owner,UI-UX,Product Manager,Kompa,At office,Ho Chi Minh,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam,Monday - Friday,No OT
2024-10-08 20:49:55.599354,Data Scientist/Machine Learning Engineer,Python,Java,NULL,M_Service (MoMo),At office,Ho Chi Minh,IT Product,Financial Services,1000+,Vietnam,Monday - Friday,Extra days off for OT
2024-10-08 20:49:55.599354,Product Owner / Business Analyst (Digital advertising),Product Owner,Business Analyst,Scrum,CÔNG TY CỔ PHẦN TQC SOLUTION,At office,Ha Noi,IT Product,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-10-08 20:49:55.599354,Project Manager,Project Manager,Agile,Scrum,OTS,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Vietnam,Monday - Friday,No OT
2024-10-08 20:49:55.599354,"Manual Tester (QA QC, English)",QA QC,English,Tester,Relia Software,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam,Monday - Friday,No OT
2024-10-08 20:49:55.599354,5 QC Engineer (Manual/Automation),QA QC,Tester,Automation Test,SAI Digital,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,Extra days off for OT
2024-10-08 20:49:55.599354,[REMOTE] Backend Game Developer (PHP),Games,PHP,Java,Ateam Việt Nam,At office,Ho Chi Minh,IT Product,Game,1000+,Japan,Monday - Friday,No OT
2024-10-08 20:49:55.599354,Senior Full-stack Developer (Python),Python,JavaScript,English,Gigarion Technology,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,United States,Monday - Friday,No OT
2024-10-08 20:49:55.599354,Manual Tester (QA/QC),QA QC,Magento,Tester,Forix,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,51-150,United States,Monday - Friday,Extra salary for OT
2024-10-08 20:49:55.599354,AWS Software Engineer,ReactJS,AWS,React Native,Vietnam International Bank (VIB),At office,Ho Chi Minh,IT Product,Banking,1000+,Vietnam,Monday - Friday,
2024-10-08 20:49:55.599354,"Fr/Junior Blockchain Developer (Python, JavaScript, Go)",Blockchain,Python,JavaScript,Công ty TNHH Công nghệ RBX,At office,Ha Noi,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Vietnam,Monday - Friday,No OT
2024-10-08 20:49:55.599354,"05 Senior/Lead Java Backend (Springboot, Microservices)",Java,Agile,Spring,HCL Vietnam Company Limited,At office,Ho Chi Minh - Ha Noi,IT Outsourcing,Software Development Outsourcing,501-1000,India,Monday - Friday,No OT
2024-10-08 20:49:55.599354,"Junior C# Developer (C#, .NET, ASP.NET)",.NET,ASP.NET,C#,InMeeting JSC.,At office,Ha Noi,IT Product,Professional Services,1-50,Vietnam,Monday - Friday,No OT
2024-10-08 20:49:55.599354,"Senior Backend Developer (C#, .NET, OOP)",.NET,OOP,C#,InMeeting JSC.,At office,Ha Noi,IT Product,Professional Services,1-50,Vietnam,Monday - Friday,No OT
2024-10-07 20:49:55.599354,08 Sr. Backend Engineer (Golang/Java/Python/NodeJS),Golang,Python,Java,HCL Vietnam Company Limited,Hybrid,Ha Noi - Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,501-1000,India,Monday - Friday,No OT
2024-10-07 20:49:55.599354,"Fullstack Engineer (Java, VueJS/Angular) - TNEX - 4B007",Java,Angular,VueJS,Tập đoàn ROX (ROX Group),At office,Ho Chi Minh,IT Product,Financial Services,1000+,Vietnam,Monday - Friday,No OT
2024-10-07 20:49:55.599354,Senior Python Developer,Python,Oracle,ReactJS,Hitachi Digital Services,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United States,Monday - Friday,No OT
2024-10-07 20:49:55.599354,Senior Front-end Engineer (React/Typescript),ReactJS,CSS,TypeScript,Global Fashion Group,Hybrid,Ho Chi Minh,IT Product,Apparel and Fashion,1000+,United Kingdom,Monday - Friday,No OT
2024-10-07 20:49:55.599354,Senior UI/UX Designer,UI-UX,English,Designer,"Niteco Vietnam Co., Ltd",At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,301-500,Sweden,Monday - Friday,
2024-10-07 20:49:55.599354,Data Engineer / Senior Data Engineer,Python,SQL,Scala,Eyepax IT Consulting Company Limited,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Singapore,Monday - Friday,No OT
2024-10-07 20:49:55.599354,"Senior Software Engineer (NodeJS, ReactJS, AWS)",NodeJS,AWS,ReactJS,Eyepax IT Consulting Company Limited,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Singapore,Monday - Friday,No OT
2024-10-07 20:49:55.599354,"(Remote) Unity Developer (C#, Games)",Unity,C#,Games,Reforged Labs,Remote,Ho Chi Minh,IT Product,Game,1-50,Vietnam,Monday - Friday,No OT
2024-10-07 20:49:55.599354,"Business Analyst / Project Manager (Chinese, Agile)",Agile,Project Manager,Business Analyst,"APTECH VIETNAM CO., LTD",At office,Ho Chi Minh,IT Product,Software Development Outsourcing,1-50,Hong Kong,Monday - Friday,No OT
2024-10-07 20:49:55.599354,"Senior Backend/Web Dev (NodeJS, PHP, C#, ReactJS, Vue)",NodeJS,PHP,ReactJS,"APTECH VIETNAM CO., LTD",At office,Ho Chi Minh,IT Product,Software Development Outsourcing,1-50,Hong Kong,Monday - Friday,No OT
2024-10-07 20:49:55.599354,Database Developer (up to $2000 gross),Database,SQL,English,Live Payments,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Australia,Monday - Friday,No OT
2024-10-07 20:49:55.599354,"Mobile Engineer Lead (React Native, Android, iOS)",React Native,Android,iOS,Simple Tech Investment,At office,Ho Chi Minh,IT Product,Financial Services,301-500,Vietnam,Monday - Friday,No OT
2024-10-07 20:49:55.599354,Sr Project Manager,Project Manager,Agile,English,Silicon Prime Labs,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,51-150,United States,Monday - Friday,Extra salary for OT
2024-10-07 20:49:55.599354,[Remote] Senior Business Analyst,Business Analyst,Agile,English,Faba Technology,Remote,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,
2024-10-06 20:49:55.599354,"Front End Developer (ReactJS, NextJS, JavaScript)",ReactJS,JavaScript,NextJS,Meta Tech,At office,Ho Chi Minh,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam,Monday - Saturday,Extra salary for OT
2024-10-19 20:49:55.599354,AWS DevOps Enginner (Python),AWS,Python,DevOps,SBI FPT,At office,Da Nang,IT Product,Financial Services,51-150,Vietnam,Monday - Friday,No OT
2024-10-19 20:49:55.599354,"Fullstack Developer (ReactJS, NodeJS, TypeScript)",ReactJS,NodeJS,TypeScript,CÔNG TY TNHH SOCOTEC VIỆT NAM,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam,Monday - Friday,No OT
2024-10-19 20:49:55.599354,ServiceNow Administrator (JavaScript),System Admin,Japanese,JavaScript,SBI FPT,At office,Da Nang,IT Product,Financial Services,51-150,Vietnam,Monday - Friday,No OT
2024-10-19 20:49:55.599354,"SecOps Analyst (Security, Cloud)",DevSecOps,Cloud,Security,Atheneum Vietnam,At office,Ho Chi Minh,Non-IT,Professional Services,301-500,Vietnam,Monday - Friday,No OT
2024-10-19 20:49:55.599354,Python Developer,Python,MySQL,Odoo,CÔNG TY TNHH HILAB TECHNOLOGY,At office,Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-10-19 20:49:55.599354,"Fullstack Developer (AngularJS, Java, PostgreSQL)",AngularJS,PostgreSql,Java,EMTEK ELECTRIC AUTOMOBILE TECHNOLOGY DEVELOPMENT,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-10-19 20:49:55.599354,Frontend Developer (Shopify & Webflow Specialist),JavaScript,HTML5,CSS,Red Arrow Limited,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-10-19 20:49:55.599354,"Ruby On Rails Developer (PostgreSQL, Agile)",Ruby on Rails,Agile,PostgreSql,EMTEK ELECTRIC AUTOMOBILE TECHNOLOGY DEVELOPMENT,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-10-19 20:49:55.599354,"React Native Developer (iOS, Android)",React Native,Android,iOS,Vũ Gia Software,At office,Ha Noi,IT Product,N/A,1-50,Vietnam,Monday - Friday,No OT
2024-10-19 20:49:55.599354,"Java Developer (Oracle, MySQL)",Java,MySQL,Oracle,Công ty cổ phần LifeteX,At office,Ha Noi,IT Outsourcing,Software Products and Web Services,1-50,Vietnam,Monday - Friday,
2024-10-18 20:49:55.599354,"Fullstack/Frontend Developer (ReactJS, HTML-CSS, C# .N)",ReactJS,ASP.NET,C#,AXON HEALTHCARE,At office,Ho Chi Minh,IT Product,Healthcare,1-50,Vietnam,Monday - Friday,No OT
2024-10-18 20:49:55.599354,Web Developer,English,CSS,JavaScript,Velox Tech,At office,Others - Ho Chi Minh,IT Product,N/A,1-50,Norway,Monday - Friday,No OT
2024-10-17 20:49:55.599354,"Middle Full Stack Developer(NodeJS,Java,Python)",NodeJS,Python,Java,APA Tech,At office,Da Nang,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-10-17 20:49:55.599354,"Back-End Developer (Java, Spring) ~2500$",Java,Oracle,Spring,Công ty Cổ phần Chứng khoán An Bình,At office,Ha Noi,IT Product,Financial Services,151-300,Vietnam,Monday - Friday,No OT
2024-10-17 20:49:55.599354,Front-end Developer (ReactJS/Typescript),ReactJS,JavaScript,TypeScript,Space T,At office,Ho Chi Minh,IT Product,E-commerce,1-50,Vietnam,Monday - Friday,No OT
2024-10-17 20:49:55.599354,Software Engineer (Java),Java,ReactJS,Angular,Synodus,At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,No OT
2024-10-16 20:49:55.599354,Junior/Senior QA Engineer (Tester/QA QC),QA QC,English,Tester,OL Vietnam,At office,Ho Chi Minh - Ha Noi,IT Product,"Media, Advertising and Entertainment",51-150,United States,Monday - Friday,No OT
2024-10-16 20:49:55.599354,"IT Helpdesk (IT Support, Networking)",IT Support,Networking,NULL,HTGSOFT Viet Nam,At office,Ho Chi Minh,IT Product,N/A,1-50,Vietnam,Monday - Friday,No OT
2024-10-15 20:49:55.599354,Mid Home Trading System Developer (Windows Desktop App),JavaScript,MVC,C++,Daoukiwoom Innovation,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,51-150,South Korea,Monday - Friday,No OT
2024-10-15 20:49:55.599354,"Senior Data Operator - TA099 (Cloud, Database, Python)",Cloud,Python,Database,VPBank,At office,Ha Noi,IT Product,Banking,1000+,Vietnam,Monday - Saturday,No OT
2024-10-15 20:49:55.599354,"Senior ReactJs Developer (JavaScript, HTML5)",ReactJS,HTML5,JavaScript,TechSoft,At office,Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,No OT
2024-10-15 20:49:55.599354,[Urgent] Project Leader (Japanese N3+),Team Leader,Japanese,Project Manager,NEC Vietnam,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Japan,Monday - Friday,Extra salary for OT
2024-10-15 20:49:55.599354,Senior Software Engineer (.Net Maui/Xamarin),.NET,English,Xamarin,iDeaLogic,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands,Monday - Friday,No OT
2024-10-15 20:49:55.599354,"Senior GCP Engineer (Cloud, SQL, Linux)",Cloud,SQL,Linux,Dr.JOY,At office,Ha Noi,IT Product,Healthcare,51-150,Japan,Monday - Friday,No OT
2024-10-15 20:49:55.599354,"[Remote] - Front-end Developer (ReactJS, CSS, Json)",ReactJS,CSS,JSON,Sisu Network,At office,Ho Chi Minh - Ha Noi,IT Product,Software Products and Web Services,51-150,Vietnam,Monday - Friday,No OT
2024-10-15 20:49:55.599354,CV Quản lý Hạ tầng Trung tâm dữ liệu (System Admin),Database,System Engineer,System Admin,MB Bank,At office,Ha Noi,IT Product,N/A,1000+,Vietnam,Monday - Friday,
2024-10-15 20:49:55.599354,"Technical Lead (Python, AWS)",Python,DevOps,AWS,BIWOCO,At office,Others - Ho Chi Minh,IT Product,Software Products and Web Services,1-50,Vietnam,Monday - Friday,No OT
2024-10-15 20:49:55.599354,C Embedded Software Engineer,C language,JavaScript,Embedded,LG Electronics Development Vietnam (LGEDV),Hybrid,Ha Noi,IT Product,Software Products and Web Services,1000+,South Korea,Monday - Friday,
2024-10-15 20:49:55.599354,Tuyển dụng FREELANCE React Native Developer,React Native,Android,iOS,Công ty TNHH Kloud Nine,Remote,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-10-15 20:49:55.599354,"Senior Developer (JavaScript/TypeScript, Node.js)",JavaScript,NodeJS,TypeScript,South East Asia Development Company | Seadev,At office,Da Nang,IT Product,Software Products and Web Services,1-50,United States,Monday - Friday,No OT
2024-10-15 20:49:55.599354,"Back-end Developer (NodeJS, MySQL, C# )",NodeJS,MySQL,C#,Công ty cổ phần thương mại điện tử Winners Farm,At office,Ho Chi Minh,IT Product,Retail and Wholesale,1-50,Vietnam,Monday - Friday,No OT
2024-10-14 20:49:55.599354,Middle/Senior iOS Developer,Swift,English,iOS,Motorist Pte Ltd,At office,Ho Chi Minh,IT Product,Software Products and Web Services,1-50,Singapore,Monday - Friday,No OT
2024-10-14 20:49:55.599354,SAP Support Executive,SAP,ABAP,NULL,TH Group,At office,Ha Noi,IT Product,Manufacturing and Engineering,301-500,Vietnam,Monday - Friday,
2024-10-14 20:49:55.599354,DevSecOps Engineer,AWS,Python,GCP,Global Fashion Group,Hybrid,Ho Chi Minh,IT Product,Apparel and Fashion,1000+,United Kingdom,Monday - Friday,No OT
2024-10-14 20:49:55.599354,Business Analyst (SQL),Business Analyst,SQL,Data Analyst,Công ty Cổ phần MercTrans,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-10-14 20:49:55.599354,EJV Embedded Software Engineer (C/C++/English),Embedded,C++,C language,HCL Vietnam Company Limited,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,501-1000,India,Monday - Friday,No OT
2024-10-14 20:49:55.599354,"IT Support Engineer (System Admin, Networking)",IT Support,System Admin,Networking,AWING,At office,Ha Noi,IT Product,N/A,1-50,Vietnam,Monday - Friday,No OT
2024-10-14 20:49:55.599354,"Expert, Software Engineering",Java,Python,Agile,Techcombank,At office,Ha Noi,IT Product,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-10-14 20:49:55.599354,Middle Unity Developer,Unity,Computer Vision,NULL,Skylink Studio,At office,Ho Chi Minh,IT Product,Game,51-150,Vietnam,Monday - Friday,No OT
2024-10-13 20:49:55.599354,"Java Fullstack Developer (Spring, English) Up to $2600",Java,JavaScript,Spring,Integro Technologies,At office,Ha Noi,IT Product,Financial Services,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-10-13 20:49:55.599354,Software Developer (C/C++/JavaScript),C++,JavaScript,C language,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,Ha Noi,IT Product,IT Hardware and Computing,51-150,Japan,Monday - Friday,Extra salary for OT
2024-10-13 20:49:55.599354,Senior Azure/Java Engineer,Java,Azure,NULL,Capgemini Vietnam,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France,Monday - Friday,No OT
2024-10-13 20:49:55.599354,Middle - Senior .NET Developer (Signing Bonus upto 25M),.NET,MVC,SQL,Saigon Technology,Hybrid,Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-10-13 20:49:55.599354,Data Platform Engineer (Python/Java/Cloud)-K. Dữ Liệu,Java,Python,Cloud,MB Bank,At office,Ha Noi,IT Product,N/A,1000+,Vietnam,Monday - Friday,
2024-10-12 20:49:55.599354,"Senior Java Backend Developer (J2EE, SQL, Linux)",Java,Linux,J2EE,Arbin Instruments,At office,Ho Chi Minh,IT Product,Manufacturing and Engineering,151-300,United States,Monday - Friday,No OT
2024-10-12 20:49:55.599354,Senior Project Manager (JLPT N2),Project Manager,SAP,NULL,Nitori Digital Base Vietnam,At office,Ha Noi,IT Product,Software Products and Web Services,1-50,Japan,Monday - Friday,No OT
2024-10-12 20:49:55.599354,"DevOps (AWS, Azure, k8s)",AWS,English,Azure,RIKKEISOFT,At office,Ha Noi - Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1000+,Vietnam,Monday - Friday,No OT
2024-10-12 20:49:55.599354,Automation Test Engineer (Java),Automation Test,English,Java,Scandinavian Software Park,At office,Ha Noi,IT Product,Software Products and Web Services,51-150,Sweden,Monday - Friday,No OT
2024-10-12 20:49:55.599354,AWS Network Specialist,Networking,AWS,Cloud,TymeX,Hybrid,Ho Chi Minh,IT Product,Banking,301-500,Singapore,Monday - Friday,No OT
2024-10-12 20:49:55.599354,"Machine Learning Explorer (Python, SQL, Database)",Python,Database,SQL,MediaX,At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-10-12 20:49:55.599354,Senior Backend Engineer - Python,Python,Java,NULL,TymeX,Hybrid,Ho Chi Minh,IT Product,Banking,301-500,Singapore,Monday - Friday,No OT
2024-10-12 20:49:55.599354,"Mobile Android Developer (Java, Kotlin)",Android,Kotlin,Java,LG CNS Việt Nam,At office,Ha Noi,IT Product,Manufacturing and Engineering,151-300,Vietnam,Monday - Friday,No OT
2024-10-12 20:49:55.599354,Mobile Device Management Engineer - MDM,System Engineer,Cloud,System Admin,AURIFY,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Belgium,Monday - Friday,No OT
2024-10-12 20:49:55.599354,Senior Data Analyst,SQL,Python,Database,One Mount Group,At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam,Monday - Saturday,No OT
2024-10-12 20:49:55.599354,"Senior Scrum Coordinator (Agile, English)",Scrum,Agile,English,Laidon Group,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Vietnam,Monday - Friday,No OT
2024-10-12 20:49:55.599354,"QA Tester (QA/QC, Agile)",QA QC,Agile,Tester,Laidon Group,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Vietnam,Monday - Friday,No OT
2024-10-12 20:49:55.599354,"Senior Embedded Engineer (Linux, C/C++)",C++,Embedded,Linux,Cartrack,At office,Ho Chi Minh,IT Product,"Transportation, Logistics and Warehouse",1-50,Vietnam,Monday - Friday,No OT
